,yr,service,calltime,callsource,nature,secs_to_disp,secs_to_arrv,secs_to_close,priority,primeunit,month,response_time
3233,2014,LAW ,2014-01-11 11:28:59,PHONE,TRANSPORT,350.0,737.0,2003,5,CAHOT,1,6.45
3238,2014,LAW ,2014-01-11 11:57:38,PHONE,TRANSPORT,324.0,643.0,1867,5,CAHOT,1,5.316666666666666
3253,2014,LAW ,2014-01-11 12:29:10,PHONE,INTOXICATED PERSON,112.0,679.0,948,5,CAHOT,1,9.45
3259,2014,LAW ,2014-01-11 12:46:09,PHONE,INTOXICATED PERSON,329.0,737.0,1565,5,CAHOT,1,6.8
3274,2014,LAW ,2014-01-11 13:25:59,PHONE,TRANSPORT,182.0,798.0,2424,5,CAHOT,1,10.266666666666667
3281,2014,LAW ,2014-01-11 14:26:08,PHONE,FOUND CONTRABAND,101.0,382.0,623,5,CAHOT,1,4.683333333333334
3288,2014,LAW ,2014-01-11 14:46:18,PHONE,TRANSPORT,3100.0,3870.0,4660,5,CAHOT,1,12.833333333333334
3307,2014,LAW ,2014-01-11 16:04:47,PHONE,TRANSPORT,63.0,822.0,4589,5,CAHOT,1,12.65
3310,2014,LAW ,2014-01-11 16:47:37,PHONE,ASSIST,81.0,1119.0,2351,5,CAHOT,1,17.3
3312,2014,LAW ,2014-01-11 17:04:32,PHONE,ASSIST,1027.0,1971.0,4218,5,CAHOT,1,15.733333333333333
3339,2014,LAW ,2014-01-11 18:39:34,PHONE,WELFARE CHECK,298.0,1360.0,3546,5,CAHOT,1,17.7
3357,2014,LAW ,2014-01-11 20:01:17,PHONE,ASSIST,123.0,616.0,1983,5,CAHOT,1,8.216666666666667
3360,2014,LAW ,2014-01-11 20:24:10,PHONE,TRANSPORT,134.0,636.0,1741,5,CAHOT,1,8.366666666666667
3363,2014,LAW ,2014-01-11 20:32:27,PHONE,TRANSPORT,159.0,269.0,1433,5,CAHOT,1,1.8333333333333333
3369,2014,LAW ,2014-01-11 20:48:01,PHONE,ASSIST,512.0,981.0,4958,5,CAHOT,1,7.816666666666666
3373,2014,LAW ,2014-01-11 21:03:35,PHONE,SUICIDE RISK,476.0,1901.0,3292,1,CAHOT,1,23.75
3386,2014,LAW ,2014-01-11 21:53:48,PHONE,SUSPICIOUS INCIDENT,1039.0,2144.0,3326,3,CAHOT,1,18.416666666666668
3409,2014,LAW ,2014-01-11 23:01:55,PHONE,ASSIST,73.0,165.0,1165,5,CAHOT,1,1.5333333333333334
3418,2014,LAW ,2014-01-11 23:34:07,PHONE,WELFARE CHECK,165.0,604.0,1897,5,CAHOT,1,7.316666666666666
3421,2014,LAW ,2014-01-11 23:44:26,E911,SUICIDE RISK,2097.0,2332.0,4129,3,CAHOT,1,3.9166666666666665
3439,2014,LAW ,2014-01-12 01:20:21,PHONE,ASSIST,137.0,455.0,2893,5,CAHOT,1,5.3
3454,2014,LAW ,2014-01-12 02:15:12,PHONE,TRANSPORT,700.0,1305.0,2254,5,CAHOT,1,10.083333333333334
3502,2014,LAW ,2014-01-12 10:56:58,PHONE,TRANSPORT,449.0,940.0,1588,5,CAHOT,1,8.183333333333334
3507,2014,LAW ,2014-01-12 11:36:25,PHONE,TRANSPORT,272.0,573.0,1430,5,CAHOT,1,5.016666666666667
3512,2014,LAW ,2014-01-12 11:52:32,PHONE,SUICIDE RISK,472.0,478.0,3361,5,CAHOT,1,0.1
3515,2014,LAW ,2014-01-12 12:03:53,PHONE,WELFARE CHECK,2840.0,2968.0,3086,5,CAHOT,1,2.1333333333333333
3550,2014,LAW ,2014-01-12 14:09:57,PHONE,SUBJECT DOWN,292.0,749.0,1080,5,CAHOT,1,7.616666666666666
3551,2014,LAW ,2014-01-12 14:23:13,PHONE,TRANSPORT,301.0,633.0,1159,5,CAHOT,1,5.533333333333333
3554,2014,LAW ,2014-01-12 14:32:50,PHONE,TRANSPORT,606.0,927.0,2649,5,CAHOT,1,5.35
3555,2014,LAW ,2014-01-12 14:34:33,PHONE,ASSIST,2549.0,2949.0,3332,5,CAHOT,1,6.666666666666667
3565,2014,LAW ,2014-01-12 15:52:13,PHONE,ASSIST,182.0,1100.0,3066,5,CAHOT,1,15.3
3583,2014,LAW ,2014-01-12 17:03:07,PHONE,TRANSPORT,286.0,927.0,3955,5,CAHOT,1,10.683333333333334
3586,2014,LAW ,2014-01-12 17:09:17,PHONE,TRANSPORT,62.0,70.0,723,5,CAHOT,1,0.13333333333333333
3591,2014,LAW ,2014-01-12 17:42:19,PHONE,ASSIST,283.0,1492.0,2412,5,CAHOT,1,20.15
3603,2014,LAW ,2014-01-12 18:35:29,PHONE,ASSIST,315.0,1024.0,11297,5,CAHOT,1,11.816666666666666
3613,2014,LAW ,2014-01-12 20:20:14,PHONE,TRANSPORT,629.0,1361.0,2107,5,CAHOT,1,12.2
3617,2014,LAW ,2014-01-12 20:41:59,PHONE,ASSIST,826.0,1186.0,4710,5,CAHOT,1,6.0
3623,2014,LAW ,2014-01-12 21:12:11,PHONE,TRANSPORT,1935.0,2298.0,3749,5,CAHOT,1,6.05
3632,2014,LAW ,2014-01-12 22:27:23,PHONE,DISORDERLY CONDUCT,217.0,1057.0,6098,3,CAHOT,1,14.0
3644,2014,LAW ,2014-01-12 23:40:44,PHONE,TRANSPORT,1700.0,1714.0,2297,5,CAHOT,1,0.23333333333333334
3653,2014,LAW ,2014-01-13 01:05:24,PHONE,TRANSPORT,766.0,766.0,1573,5,CAHOT,1,0.0
3658,2014,LAW ,2014-01-13 02:01:17,PHONE,ASSIST,209.0,932.0,1273,5,CAHOT,1,12.05
3725,2014,LAW ,2014-01-13 10:28:47,PHONE,TRANSPORT,2225.0,2994.0,4282,5,CAHOT,1,12.816666666666666
3730,2014,LAW ,2014-01-13 10:39:13,PHONE,FOUND CONTRABAND,9122.0,9771.0,9877,5,CAHOT,1,10.816666666666666
3736,2014,LAW ,2014-01-13 11:04:28,PHONE,TRANSPORT,5366.0,6951.0,6974,5,CAHOT,1,26.416666666666668
3745,2014,LAW ,2014-01-13 11:37:18,PHONE,TRANSPORT,1621.0,2191.0,3392,5,CAHOT,1,9.5
3746,2014,LAW ,2014-01-13 11:37:43,PHONE,SUBJECT DOWN,66.0,522.0,1145,1,CAHOT,1,7.6
3753,2014,LAW ,2014-01-13 12:07:46,PHONE,TRANSPORT,3193.0,3429.0,3743,5,CAHOT,1,3.933333333333333
3782,2014,LAW ,2014-01-13 14:07:25,PHONE,WELFARE CHECK,168.0,552.0,1917,5,CAHOT,1,6.4
3788,2014,LAW ,2014-01-13 14:18:42,PHONE,TRANSPORT,1246.0,5977.0,11663,5,CAHOT,1,78.85
3803,2014,LAW ,2014-01-13 14:57:36,PHONE,TRANSPORT,162.0,774.0,1057,5,CAHOT,1,10.2
3834,2014,LAW ,2014-01-13 16:25:05,PHONE,ASSIST,114.0,907.0,1428,5,CAHOT,1,13.216666666666667
3854,2014,LAW ,2014-01-13 17:16:34,PHONE,ASSIST,75.0,1428.0,5449,5,CAHOT,1,22.55
3862,2014,LAW ,2014-01-13 17:55:41,PHONE,TRANSPORT,3125.0,4507.0,4712,5,CAHOT,1,23.033333333333335
3886,2014,LAW ,2014-01-13 19:29:20,PHONE,ASSIST,189.0,708.0,1383,5,CAHOT,1,8.65
3889,2014,LAW ,2014-01-13 19:35:21,PHONE,TRANSPORT,307.0,314.0,1548,5,CAHOT,1,0.11666666666666667
3892,2014,LAW ,2014-01-13 19:45:32,PHONE,WELFARE CHECK,3054.0,4371.0,4963,3,CAHOT,1,21.95
3897,2014,LAW ,2014-01-13 20:10:48,E911,TRAFFIC ISSUE,107.0,948.0,1335,3,CAHOT,1,14.016666666666667
3911,2014,LAW ,2014-01-13 21:47:41,PHONE,ASSIST,270.0,1262.0,2799,5,CAHOT,1,16.533333333333335
3923,2014,LAW ,2014-01-13 23:30:35,PHONE,TRANSPORT,122.0,2437.0,3595,5,CAHOT,1,38.583333333333336
3933,2014,LAW ,2014-01-14 00:14:44,PHONE,TRANSPORT,6182.0,6189.0,7162,5,CAHOT,1,0.11666666666666667
3934,2014,LAW ,2014-01-14 00:17:56,PHONE,ASSIST,778.0,1240.0,5965,5,CAHOT,1,7.7
3939,2014,LAW ,2014-01-14 01:00:31,PHONE,TRANSPORT,4424.0,4558.0,5107,5,CAHOT,1,2.2333333333333334
4023,2014,LAW ,2014-01-14 10:50:19,PHONE,ASSIST,890.0,2006.0,3877,5,CAHOT,1,18.6
4028,2014,LAW ,2014-01-14 10:56:24,PHONE,ASSIST,7933.0,9378.0,17718,5,CAHOT,1,24.083333333333332
4052,2014,LAW ,2014-01-14 11:45:53,PHONE,TRANSPORT,13893.0,13899.0,14517,5,CAHOT,1,0.1
4066,2014,LAW ,2014-01-14 12:13:17,PHONE,MENTAL HEALTH,1819.0,2476.0,3298,5,CAHOT,1,10.95
4123,2014,LAW ,2014-01-14 14:57:58,PHONE,ASSIST,5597.0,7002.0,7422,5,CAHOT,1,23.416666666666668
4134,2014,LAW ,2014-01-14 15:26:33,PHONE,TRANSPORT,1318.0,1667.0,3840,5,CAHOT,1,5.816666666666666
4138,2014,LAW ,2014-01-14 15:38:37,PHONE,WELFARE CHECK,11837.0,13987.0,22467,5,CAHOT,1,35.833333333333336
4146,2014,LAW ,2014-01-14 15:55:39,PHONE,ASSIST,5019.0,5025.0,6845,5,CAHOT,1,0.1
4151,2014,LAW ,2014-01-14 16:03:38,W911,ASSIST,626.0,3841.0,4424,11,CAHOT,1,53.583333333333336
4169,2014,LAW ,2014-01-14 16:53:34,PHONE,WELFARE CHECK,509.0,1117.0,2235,5,CAHOT,1,10.133333333333333
4185,2014,LAW ,2014-01-14 17:53:28,PHONE,ASSIST,215.0,666.0,1631,5,CAHOT,1,7.516666666666667
4186,2014,LAW ,2014-01-14 17:59:57,PHONE,WELFARE CHECK,1250.0,3050.0,3954,5,CAHOT,1,30.0
4203,2014,LAW ,2014-01-14 19:06:32,PHONE,ASSIST,999.0,1044.0,1433,5,CAHOT,1,0.75
4207,2014,LAW ,2014-01-14 19:27:44,PHONE,ASSIST,182.0,738.0,3407,5,CAHOT,1,9.266666666666667
4219,2014,LAW ,2014-01-14 20:20:52,PHONE,TRANSPORT,234.0,639.0,2300,5,CAHOT,1,6.75
4229,2014,LAW ,2014-01-14 21:28:38,PHONE,TRANSPORT,1447.0,1482.0,2439,5,CAHOT,1,0.5833333333333334
4236,2014,LAW ,2014-01-14 22:30:42,PHONE,ASSIST,450.0,1326.0,1985,5,CAHOT,1,14.6
4245,2014,LAW ,2014-01-14 23:58:44,W911,SUSPICIOUS INCIDENT,621.0,1188.0,1554,3,CAHOT,1,9.45
4247,2014,LAW ,2014-01-15 00:14:47,PHONE,TRANSPORT,1359.0,1895.0,2616,5,CAHOT,1,8.933333333333334
4258,2014,LAW ,2014-01-15 01:43:11,PHONE,TRANSPORT,265.0,284.0,1170,5,CAHOT,1,0.31666666666666665
4343,2014,LAW ,2014-01-15 11:30:19,PHONE,TRANSPORT,5549.0,7311.0,8619,5,CAHOT,1,29.366666666666667
4359,2014,LAW ,2014-01-15 12:25:42,PHONE,WELFARE CHECK,1273.0,1789.0,2224,5,CAHOT,1,8.6
4391,2014,LAW ,2014-01-15 13:41:12,PHONE,ASSIST,2841.0,3307.0,3706,5,CAHOT,1,7.766666666666667
4397,2014,LAW ,2014-01-15 13:52:07,PHONE,TRANSPORT,113.0,857.0,2181,5,CAHOT,1,12.4
4424,2014,LAW ,2014-01-15 14:45:12,PHONE,INTOXICATED PERSON,158.0,448.0,1358,5,CAHOT,1,4.833333333333333
4443,2014,LAW ,2014-01-15 15:34:31,PHONE,TRANSPORT,161.0,1635.0,2540,5,CAHOT,1,24.566666666666666
4456,2014,LAW ,2014-01-15 15:50:39,PHONE,INTOXICATED PERSON,93.0,849.0,1186,5,CAHOT,1,12.6
4460,2014,LAW ,2014-01-15 16:00:00,PHONE,ASSIST,642.0,807.0,1606,5,CAHOT,1,2.75
4474,2014,LAW ,2014-01-15 16:33:41,PHONE,TRANSPORT,178.0,391.0,2394,5,CAHOT,1,3.55
4480,2014,LAW ,2014-01-15 16:51:59,PHONE,ASSIST,2286.0,2855.0,4782,5,CAHOT,1,9.483333333333333
4504,2014,LAW ,2014-01-15 18:29:48,PHONE,WELFARE CHECK,994.0,1733.0,8021,5,CAHOT,1,12.316666666666666
4521,2014,LAW ,2014-01-15 19:03:34,PHONE,ASSIST,601.0,1878.0,7649,5,CAHOT,1,21.283333333333335
4536,2014,LAW ,2014-01-15 20:29:45,PHONE,ASSIST,840.0,1555.0,3554,5,CAHOT,1,11.916666666666666
4543,2014,LAW ,2014-01-15 21:13:36,PHONE,TRANSPORT,354.0,932.0,3483,5,CAHOT,1,9.633333333333333
4554,2014,LAW ,2014-01-15 22:09:35,PHONE,ASSIST,148.0,1215.0,1623,5,CAHOT,1,17.783333333333335
4560,2014,LAW ,2014-01-15 22:39:14,PHONE,TRANSPORT,146.0,685.0,1991,5,CAHOT,1,8.983333333333333
4693,2014,LAW ,2014-01-16 10:52:01,PHONE,TRANSPORT,859.0,1803.0,6747,5,CAHOT,1,15.733333333333333
4703,2014,LAW ,2014-01-16 11:16:05,PHONE,TRANSPORT,916.0,916.0,3012,5,CAHOT,1,0.0
4714,2014,LAW ,2014-01-16 11:42:08,PHONE,TRANSPORT,3749.0,4186.0,7462,5,CAHOT,1,7.283333333333333
4736,2014,LAW ,2014-01-16 12:44:07,PHONE,WELFARE CHECK,3781.0,4685.0,5032,5,CAHOT,1,15.066666666666666
4737,2014,LAW ,2014-01-16 12:44:12,PHONE,TRANSPORT,5051.0,5321.0,7712,5,CAHOT,1,4.5
4746,2014,LAW ,2014-01-16 13:08:51,PHONE,TRANSPORT,8927.0,10352.0,13154,5,CAHOT,1,23.75
4765,2014,LAW ,2014-01-16 13:55:29,PHONE,TRANSPORT,8040.0,8223.0,8397,5,CAHOT,1,3.05
4780,2014,LAW ,2014-01-16 14:19:49,PHONE,TRANSPORT,9503.0,10394.0,10870,5,CAHOT,1,14.85
4790,2014,LAW ,2014-01-16 14:52:26,PHONE,SUICIDE RISK,103.0,911.0,3773,1,CAHOT,1,13.466666666666667
4793,2014,LAW ,2014-01-16 15:02:06,PHONE,TRANSPORT,3203.0,3608.0,4022,5,CAHOT,1,6.75
4795,2014,LAW ,2014-01-16 15:06:13,PHONE,TRANSPORT,8387.0,8959.0,9516,5,CAHOT,1,9.533333333333333
4799,2014,LAW ,2014-01-16 15:22:17,PHONE,TRANSPORT,9635.0,10266.0,10476,5,CAHOT,1,10.516666666666667
4812,2014,LAW ,2014-01-16 16:04:21,PHONE,SUBJECT DOWN,719.0,1076.0,2340,1,CAHOT,1,5.95
4814,2014,LAW ,2014-01-16 16:07:17,PHONE,ASSIST,511.0,5951.0,6078,5,CAHOT,1,90.66666666666667
4832,2014,LAW ,2014-01-16 16:59:24,PHONE,WELFARE CHECK,2751.0,3371.0,4702,5,CAHOT,1,10.333333333333334
4841,2014,LAW ,2014-01-16 17:40:09,PHONE,TRANSPORT,4468.0,4966.0,6569,5,CAHOT,1,8.3
4847,2014,LAW ,2014-01-16 17:50:20,PHONE,ASSIST,1884.0,2610.0,3837,3,CAHOT,1,12.1
4849,2014,LAW ,2014-01-16 17:52:42,PHONE,ASSIST,5818.0,6479.0,9251,5,CAHOT,1,11.016666666666667
4850,2014,LAW ,2014-01-16 17:55:49,PHONE,ASSIST,6270.0,6472.0,8904,5,CAHOT,1,3.3666666666666667
4882,2014,LAW ,2014-01-16 20:11:07,PHONE,TRANSPORT,5848.0,6039.0,7540,5,CAHOT,1,3.183333333333333
4884,2014,LAW ,2014-01-16 20:17:05,PHONE,WELFARE CHECK,432.0,904.0,3306,5,CAHOT,1,7.866666666666666
4889,2014,LAW ,2014-01-16 20:29:49,PHONE,TRANSPORT,5007.0,5007.0,6840,5,CAHOT,1,0.0
4893,2014,LAW ,2014-01-16 21:06:40,PHONE,SUICIDE RISK,243.0,1225.0,2795,3,CAHOT,1,16.366666666666667
4912,2014,LAW ,2014-01-16 22:20:56,PHONE,TRANSPORT,207.0,672.0,3067,5,CAHOT,1,7.75
4929,2014,LAW ,2014-01-16 23:07:23,PHONE,TRANSPORT,282.0,951.0,1174,5,CAHOT,1,11.15
4933,2014,LAW ,2014-01-16 23:19:44,PHONE,TRANSPORT,435.0,689.0,1915,5,CAHOT,1,4.233333333333333
4940,2014,LAW ,2014-01-16 23:54:02,PHONE,WELFARE CHECK,252.0,477.0,736,3,CAHOT,1,3.75
4969,2014,LAW ,2014-01-17 01:40:21,PHONE,WELFARE CHECK,380.0,1003.0,2059,5,CAHOT,1,10.383333333333333
4973,2014,LAW ,2014-01-17 01:55:58,PHONE,ASSIST,1444.0,2246.0,2896,5,CAHOT,1,13.366666666666667
5039,2014,LAW ,2014-01-17 10:07:32,PHONE,FOUND CONTRABAND,3852.0,6057.0,6534,5,CAHOT,1,36.75
5054,2014,LAW ,2014-01-17 10:51:40,PHONE,WELFARE CHECK,1490.0,2506.0,3027,3,CAHOT,1,16.933333333333334
5095,2014,LAW ,2014-01-17 13:34:09,PHONE,SUBJECT DOWN,39.0,704.0,3413,3,CAHOT,1,11.083333333333334
5113,2014,LAW ,2014-01-17 14:14:01,PHONE,INTOXICATED PERSON,2724.0,3531.0,5173,5,CAHOT,1,13.45
5116,2014,LAW ,2014-01-17 14:21:59,PHONE,WELFARE CHECK,4714.0,5605.0,6727,5,CAHOT,1,14.85
5136,2014,LAW ,2014-01-17 15:15:00,PHONE,TRANSPORT,1589.0,2597.0,3340,5,CAHOT,1,16.8
5161,2014,LAW ,2014-01-17 17:01:17,PHONE,TRANSPORT,90.0,584.0,924,5,CAHOT,1,8.233333333333333
5164,2014,LAW ,2014-01-17 17:09:26,W911,INTOXICATED PERSON,142.0,1257.0,3542,5,CAHOT,1,18.583333333333332
5178,2014,LAW ,2014-01-17 17:46:44,PHONE,WELFARE CHECK,1320.0,2738.0,9174,5,CAHOT,1,23.633333333333333
5182,2014,LAW ,2014-01-17 18:01:44,PHONE,ASSIST,2230.0,2253.0,5875,5,CAHOT,1,0.38333333333333336
5208,2014,LAW ,2014-01-17 19:56:35,PHONE,INTOXICATED PERSON,447.0,451.0,2275,5,CAHOT,1,0.06666666666666667
5212,2014,LAW ,2014-01-17 20:10:03,PHONE,WELFARE CHECK,307.0,2237.0,3104,5,CAHOT,1,32.166666666666664
5217,2014,LAW ,2014-01-17 20:28:57,PHONE,TRANSPORT,2929.0,3295.0,5974,5,CAHOT,1,6.1
5224,2014,LAW ,2014-01-17 20:42:33,PHONE,WELFARE CHECK,1474.0,2490.0,4163,5,CAHOT,1,16.933333333333334
5247,2014,LAW ,2014-01-17 21:41:07,PHONE,ASSIST,689.0,757.0,2958,5,CAHOT,1,1.1333333333333333
5258,2014,LAW ,2014-01-17 22:14:53,PHONE,INTOXICATED PERSON,431.0,1033.0,1419,5,CAHOT,1,10.033333333333333
5262,2014,LAW ,2014-01-17 22:34:34,PHONE,ASSIST,329.0,793.0,1190,5,CAHOT,1,7.733333333333333
5294,2014,LAW ,2014-01-17 23:48:35,W911,SUBJECT DOWN,43.0,785.0,1754,1,CAHOT,1,12.366666666666667
5310,2014,LAW ,2014-01-18 00:29:43,PHONE,WELFARE CHECK,2521.0,3092.0,6696,5,CAHOT,1,9.516666666666667
5338,2014,LAW ,2014-01-18 02:20:10,PHONE,ASSIST,74.0,75.0,1790,5,CAHOT,1,0.016666666666666666
5454,2014,LAW ,2014-01-18 14:09:55,PHONE,WELFARE CHECK,816.0,1179.0,2116,5,CAHOT,1,6.05
5474,2014,LAW ,2014-01-18 15:45:16,PHONE,SUBJECT DOWN,70.0,532.0,841,1,CAHOT,1,7.7
5477,2014,LAW ,2014-01-18 16:04:59,PHONE,SUBJECT DOWN,93.0,507.0,1982,1,CAHOT,1,6.9
5480,2014,LAW ,2014-01-18 16:18:53,PHONE,TRANSPORT,336.0,631.0,3206,5,CAHOT,1,4.916666666666667
5485,2014,LAW ,2014-01-18 16:42:38,PHONE,WELFARE CHECK,232.0,409.0,2097,5,CAHOT,1,2.95
5488,2014,LAW ,2014-01-18 17:06:50,PHONE,TRANSPORT,348.0,1306.0,2492,5,CAHOT,1,15.966666666666667
5492,2014,LAW ,2014-01-18 17:15:32,PHONE,TRANSPORT,202.0,603.0,4052,5,CAHOT,1,6.683333333333334
5495,2014,LAW ,2014-01-18 17:21:04,PHONE,TRESPASSING,348.0,413.0,3543,4,CAHOT,1,1.0833333333333333
5507,2014,LAW ,2014-01-18 18:07:03,PHONE,INTOXICATED PERSON,791.0,948.0,2822,5,CAHOT,1,2.6166666666666667
5542,2014,LAW ,2014-01-18 20:12:40,PHONE,ASSIST,173.0,932.0,13177,5,CAHOT,1,12.65
5553,2014,LAW ,2014-01-18 20:52:41,PHONE,TRANSPORT,10781.0,10781.0,10966,5,CAHOT,1,0.0
5557,2014,LAW ,2014-01-18 21:08:34,PHONE,TRANSPORT,2866.0,4281.0,4504,5,CAHOT,1,23.583333333333332
5568,2014,LAW ,2014-01-18 21:56:57,PHONE,ASSIST,7118.0,8458.0,9670,5,CAHOT,1,22.333333333333332
5594,2014,LAW ,2014-01-18 23:33:37,PHONE,TRANSPORT,3872.0,4004.0,9011,5,CAHOT,1,2.2
5697,2014,LAW ,2014-01-19 10:30:20,PHONE,TRANSPORT,2479.0,3207.0,4161,5,CAHOT,1,12.133333333333333
5706,2014,LAW ,2014-01-19 11:38:23,PHONE,ASSIST,139.0,139.0,1820,5,CAHOT,1,0.0
5710,2014,LAW ,2014-01-19 11:53:03,PHONE,TRANSPORT,2963.0,3292.0,4178,5,CAHOT,1,5.483333333333333
5713,2014,LAW ,2014-01-19 11:58:39,PHONE,WELFARE CHECK,635.0,1144.0,2606,5,CAHOT,1,8.483333333333333
5723,2014,LAW ,2014-01-19 12:35:03,PHONE,TRANSPORT,3640.0,3640.0,5292,5,CAHOT,1,0.0
5726,2014,LAW ,2014-01-19 12:39:14,PHONE,ASSIST,1427.0,1899.0,3379,5,CAHOT,1,7.866666666666666
5727,2014,LAW ,2014-01-19 12:41:27,PHONE,INTOXICATED PERSON,6540.0,6977.0,7329,5,CAHOT,1,7.283333333333333
5738,2014,LAW ,2014-01-19 13:44:08,PHONE,TRANSPORT,1152.0,1152.0,2759,5,CAHOT,1,0.0
5756,2014,LAW ,2014-01-19 15:05:08,PHONE,TRANSPORT,2376.0,2376.0,2950,5,CAHOT,1,0.0
5760,2014,LAW ,2014-01-19 15:18:31,PHONE,TRANSPORT,1556.0,3445.0,5752,5,CAHOT,1,31.483333333333334
5768,2014,LAW ,2014-01-19 16:00:25,PHONE,TRANSPORT,722.0,722.0,1587,5,CAHOT,1,0.0
5777,2014,LAW ,2014-01-19 16:39:31,PHONE,WELFARE CHECK,910.0,1686.0,3708,5,CAHOT,1,12.933333333333334
5786,2014,LAW ,2014-01-19 17:28:00,PHONE,WELFARE CHECK,938.0,1844.0,2252,5,CAHOT,1,15.1
5788,2014,LAW ,2014-01-19 17:32:58,PHONE,TRANSPORT,619.0,2298.0,2487,5,CAHOT,1,27.983333333333334
5791,2014,LAW ,2014-01-19 17:43:05,PHONE,TRANSPORT,7380.0,7382.0,9502,5,CAHOT,1,0.03333333333333333
5795,2014,LAW ,2014-01-19 18:02:30,E911,TRANSPORT,215.0,1002.0,6205,5,CAHOT,1,13.116666666666667
5797,2014,LAW ,2014-01-19 18:18:46,PHONE,TRANSPORT,4128.0,4128.0,4628,5,CAHOT,1,0.0
5798,2014,LAW ,2014-01-19 18:20:50,PHONE,ASSIST,2132.0,2270.0,3993,5,CAHOT,1,2.3
5799,2014,LAW ,2014-01-19 18:20:56,PHONE,INTOXICATED PERSON,205.0,571.0,1978,5,CAHOT,1,6.1
5818,2014,LAW ,2014-01-19 19:25:33,PHONE,ASSIST,657.0,685.0,2315,5,CAHOT,1,0.4666666666666667
5822,2014,LAW ,2014-01-19 19:49:41,PHONE,TRANSPORT,872.0,1734.0,2245,5,CAHOT,1,14.366666666666667
5833,2014,LAW ,2014-01-19 20:44:54,PHONE,TRANSPORT,547.0,815.0,2713,5,CAHOT,1,4.466666666666667
5840,2014,LAW ,2014-01-19 21:25:02,PHONE,WELFARE CHECK,338.0,921.0,3107,5,CAHOT,1,9.716666666666667
5841,2014,LAW ,2014-01-19 21:27:31,PHONE,ASSIST,2281.0,3679.0,6944,5,CAHOT,1,23.3
5844,2014,LAW ,2014-01-19 21:37:33,PHONE,TRANSPORT,6392.0,6609.0,7190,5,CAHOT,1,3.6166666666666667
5847,2014,LAW ,2014-01-19 22:02:19,PHONE,TRANSPORT,5709.0,6114.0,6539,5,CAHOT,1,6.75
5865,2014,LAW ,2014-01-19 23:36:00,PHONE,TRANSPORT,1011.0,2121.0,2268,5,CAHOT,1,18.5
5869,2014,LAW ,2014-01-20 00:05:42,PHONE,TRANSPORT,536.0,683.0,1848,5,CAHOT,1,2.45
5929,2014,LAW ,2014-01-20 10:48:48,PHONE,TRANSPORT,4023.0,4227.0,5337,5,CAHOT,1,3.4
5931,2014,LAW ,2014-01-20 10:49:43,PHONE,TRANSPORT,922.0,2010.0,3953,5,CAHOT,1,18.133333333333333
5941,2014,LAW ,2014-01-20 11:33:15,PHONE,ASSIST,5040.0,5646.0,10204,5,CAHOT,1,10.1
5945,2014,LAW ,2014-01-20 11:40:54,PHONE,TRANSPORT,2219.0,2219.0,3612,5,CAHOT,1,0.0
6016,2014,LAW ,2014-01-20 14:39:00,PHONE,ASSIST,2707.0,2994.0,4535,5,CAHOT,1,4.783333333333333
6019,2014,LAW ,2014-01-20 14:47:22,PHONE,TRANSPORT,4041.0,4041.0,4992,5,CAHOT,1,0.0
6028,2014,LAW ,2014-01-20 15:19:15,PHONE,TRANSPORT,896.0,1973.0,3075,5,CAHOT,1,17.95
6043,2014,LAW ,2014-01-20 16:06:40,PHONE,WELFARE CHECK,253.0,718.0,4118,5,CAHOT,1,7.75
6049,2014,LAW ,2014-01-20 16:23:10,PHONE,WELFARE CHECK,335.0,852.0,2081,5,CAHOT,1,8.616666666666667
6055,2014,LAW ,2014-01-20 16:41:12,PHONE,FOUND CONTRABAND,4917.0,5863.0,6291,5,CAHOT,1,15.766666666666667
6060,2014,LAW ,2014-01-20 16:54:58,PHONE,SUICIDE RISK,1229.0,3266.0,3993,1,CAHOT,1,33.95
6071,2014,LAW ,2014-01-20 17:37:36,PHONE,ASSIST,788.0,1222.0,1829,5,CAHOT,1,7.233333333333333
6073,2014,LAW ,2014-01-20 17:39:12,PHONE,TRANSPORT,3686.0,5112.0,6275,5,CAHOT,1,23.766666666666666
6076,2014,LAW ,2014-01-20 17:56:48,PHONE,INTOXICATED PERSON,5371.0,5792.0,6029,5,CAHOT,1,7.016666666666667
6077,2014,LAW ,2014-01-20 17:58:19,PHONE,TRANSPORT,6504.0,8895.0,10358,5,CAHOT,1,39.85
6083,2014,LAW ,2014-01-20 18:13:16,PHONE,WELFARE CHECK,928.0,2167.0,5434,5,CAHOT,1,20.65
6085,2014,LAW ,2014-01-20 18:14:11,PHONE,ASSIST,15166.0,15462.0,15658,5,CAHOT,1,4.933333333333334
6098,2014,LAW ,2014-01-20 19:02:39,PHONE,ASSIST,6043.0,6329.0,8325,5,CAHOT,1,4.766666666666667
6103,2014,LAW ,2014-01-20 19:47:38,PHONE,TRANSPORT,6965.0,6977.0,8853,5,CAHOT,1,0.2
6115,2014,LAW ,2014-01-20 20:38:38,PHONE,ASSIST,3876.0,4406.0,5834,5,CAHOT,1,8.833333333333334
6130,2014,LAW ,2014-01-20 22:26:12,PHONE,TRANSPORT,550.0,2534.0,2937,5,CAHOT,1,33.06666666666667
6133,2014,LAW ,2014-01-20 22:36:54,PHONE,ASSIST,17.0,355.0,1142,11,CAHOT,1,5.633333333333334
